5km,경도,구간,노선명,발생건수,본부명,위도,지사명,년도,숲_유무,농지_유무,도로_개수,건물_개수,barrier_유무,제한속도,차선수
275.0,127.4275565,275~280,경부선,3.0,대전충남,36.379549,대전,2021,1,0,110,36,0,0,0
285.0,127.4183421,285~290,경부선,5.0,대전충남,36.4657563,대전,2021,1,0,31,1,0,100,2
270.0,127.4663024,270~275,경부선,3.0,대전충남,36.3496295,대전,2021,1,0,59,0,0,100,3
35.0,127.31392,35~40,호남지선,3.0,대전충남,36.2991,대전,2021,1,0,114,16,0,100,2
255.0,127.6029307,255~260,경부선,3.0,대전충남,36.2948484,영동,2021,1,0,36,4,0,100,3
260.0,127.5564176,260~265,경부선,3.0,대전충남,36.3177499,영동,2021,1,0,70,0,0,100,3
225.0,127.8809713,225~230,경부선,4.0,대전충남,36.2197596,영동,2021,1,0,24,0,0,100,3
0.0,127.3160565,0~5,대전남부순환선,3.0,대전충남,36.2940785,영동,2021,1,0,127,33,0,100,1
5.0,127.3700006,5~10,대전남부순환선,4.0,대전충남,36.2856573,영동,2021,1,0,117,1,0,100,2
305.0,127.3836864,305~310,경부선,6.0,대전충남,36.6253599,천안,2021,1,1,53,2,1,100,3
310.0,127.3727573,310~315,경부선,4.0,대전충남,36.668489,천안,2021,1,0,86,27,0,100,3
315.0,127.3472224,315~320,경부선,3.0,대전충남,36.7044544,천안,2021,1,1,24,0,0,100,3
320.0,127.3085103,320~325,경부선,4.0,대전충남,36.7264483,천안,2021,1,0,8,0,0,80,3
325.0,127.2563955,325~330,경부선,5.0,대전충남,36.7345899,천안,2021,1,0,19,10,0,80,3
335.0,127.1747598,335~340,경부선,3.0,대전충남,36.7820643,천안,2021,1,0,67,4,0,100,4
340.0,127.1681066,340~345,경부선,5.0,대전충남,36.8254311,천안,2021,1,1,129,3,1,100,5
325.0,127.2563955,325~330,경부선,3.0,대전충남,36.7345899,천안,2021,1,0,19,10,0,80,3
25.0,127.274989,25~30,호남지선,4.0,전북,36.2269574,논산,2021,1,0,8,0,0,80,2
145.0,127.6379344,145~150,중부선,3.0,전북,35.8031469,무주,2021,1,0,27,0,0,100,2
155.0,126.7431945,155~160,서해안선,4.0,전북,36.0705525,보령,2021,0,1,37,0,0,110,2
170.0,126.6208259,170~175,서해안선,4.0,전북,36.1478478,보령,2021,1,0,18,0,0,110,2
180.0,126.569913,180~185,서해안선,4.0,전북,36.2267079,보령,2021,1,1,23,0,0,110,2
200.0,126.5552914,200~205,서해안선,4.0,전북,36.3871607,보령,2021,1,1,37,4,0,110,2
205.0,126.5767559,205~210,서해안선,3.0,전북,36.4268359,보령,2021,1,0,23,0,0,110,2
220.0,126.5794765,220~225,서해안선,3.0,전북,36.5586954,보령,2021,1,1,33,0,0,110,2
220.0,126.5794765,220~225,서해안선,3.0,전북,36.5586954,보령,2021,1,1,33,0,0,110,2
20.0,126.7772633,20~25,서천공주선,5.0,전북,36.2167446,부여,2021,0,1,63,0,0,110,2
25.0,126.7980863,25~30,서천공주선,3.0,전북,36.2578517,부여,2021,0,0,37,0,0,110,2
40.0,126.9134826,40~45,서천공주선,3.0,전북,36.3532524,부여,2021,1,0,19,0,0,110,2
30.0,127.1369875,30~35,광주대구선,3.0,광주전남,35.3629986,남원,2021,1,0,47,2,1,100,2
45.0,127.289384,45~50,광주대구선,3.0,광주전남,35.3936382,남원,2021,1,0,16,0,0,100,2
90.0,127.6965106,90~95,광주대구선,3.0,광주전남,35.543314,남원,2021,1,0,15,0,0,100,2
5.0,127.5283704,5~10,남해선,3.0,광주전남,34.9903282,순천,2021,1,0,28,0,0,100,2
35.0,127.244546,35~40,호남선,3.0,광주전남,35.1753033,순천,2021,1,0,19,0,0,100,2
5.0,126.4391644,5~10,무안광주선,4.0,광주전남,35.0158235,함평,2021,0,0,41,0,1,80,2
10.0,126.4896234,10~15,무안광주선,4.0,광주전남,35.030325,함평,2021,1,0,61,0,0,100,2
30.0,126.6874541,30~35,무안광주선,4.0,광주전남,35.0984857,함평,2021,1,0,46,1,1,100,2
30.0,126.6874541,30~35,무안광주선,7.0,광주전남,35.0984857,함평,2021,1,0,46,1,1,100,2
35.0,126.7343378,35~40,무안광주선,3.0,광주전남,35.1199527,함평,2021,0,0,50,0,0,100,2
5.0,126.4719396,5~10,서해안선,3.0,광주전남,34.8496291,함평,2021,1,1,31,1,0,110,2
30.0,126.4796394,30~35,서해안선,4.0,광주전남,35.0649544,함평,2021,0,0,37,0,0,110,2
35.0,126.481287,35~40,서해안선,3.0,광주전남,35.1099659,함평,2021,0,0,43,0,0,110,2
20.0,126.4957519,20~25,서해안선,4.0,광주전남,34.9761177,함평,2021,1,0,21,0,0,110,2
25.0,126.4892992,25~30,서해안선,4.0,광주전남,35.0207604,함평,2021,1,0,16,0,0,110,2
35.0,126.481287,35~40,서해안선,5.0,광주전남,35.1099659,함평,2021,0,0,43,0,0,110,2
55.0,126.5436837,55~60,서해안선,3.0,광주전남,35.2732961,함평,2021,1,1,34,0,0,110,2
180.0,128.6178162,180~185,중앙선,5.0,대구경북,36.4786835,영주,2021,1,0,19,0,0,100,2
225.0,128.54378,225~230,중앙선,3.0,대구경북,36.8098916,영주,2021,1,0,39,0,0,100,2
115.0,128.6084357,115~120,당진영덕선,3.0,대구경북,36.4335624,청송,2021,1,0,8,0,0,100,2
15.0,128.3813689,15~20,중부선,3.0,부산경남,34.9752193,고성,2021,1,0,34,0,0,100,2
15.0,128.6091613,15~20,남해제1지선,4.0,부산경남,35.2610778,창원,2021,1,0,91,11,1,100,2
315,127.9125914,315~320,중앙선,13.0,강원,37.34098704,홍천,2022,1,0,54,37,1,100,2
315,127.9125914,315~320,중앙선,7.0,강원,37.34098704,홍천,2022,1,0,54,37,1,100,2
385,127.7779955,385~390,중앙선,6.0,강원,37.83876894,홍천,2022,1,0,23,0,1,30,2
65,128.8238867,65~70,동해선,4.0,강원,37.80291629,강릉,2022,1,1,24,0,0,100,2
230,128.7965065,230~235,영동선,4.0,강원,37.75493092,대관령,2022,1,0,27,0,0,100,3
120,127.8714305,120~125,영동선,4.0,강원,37.3461271,원주,2022,1,0,12,0,0,100,2
345,127.9732079,345~350,중앙선,4.0,강원,37.57288403,홍천,2022,1,0,9,0,0,100,2
380,127.7716686,380~385,중앙선,4.0,강원,37.80220681,홍천,2022,1,0,19,0,0,100,2
360,127.8743817,360~365,중앙선,4.0,강원,37.6701836,홍천,2022,1,0,34,0,0,100,2
20,129.0955466,20~25,동해선,3.0,강원,37.53076573,강릉,2022,1,0,29,23,0,100,2
50,128.8971321,50~55,동해선,3.0,강원,37.69083783,강릉,2022,1,1,50,0,0,100,2
160,128.2052831,160~165,영동선,3.0,강원,37.49256431,대관령,2022,1,1,51,16,1,50,2
165,128.250337,165~170,영동선,3.0,강원,37.51607231,대관령,2022,1,0,8,0,0,100,2
140,128.0360124,140~145,영동선,3.0,강원,37.44539209,원주,2022,1,0,21,0,0,100,2
155,128.155756,155~160,영동선,3.0,강원,37.47547139,원주,2022,1,0,14,1,0,100,2
130,127.9481384,130~135,영동선,3.0,강원,37.40120957,원주,2022,1,0,129,59,1,100,2
100,127.7146223,100~105,영동선,3.0,강원,37.24914838,원주,2022,1,0,18,0,0,100,2
370,127.7967582,370~375,중앙선,3.0,강원,37.72454318,홍천,2022,1,0,14,0,0,100,2
340,127.9787662,340~345,중앙선,3.0,강원,37.52998812,홍천,2022,1,0,39,0,0,100,2
370,127.7967582,370~375,중앙선,3.0,강원,37.72454318,홍천,2022,1,0,14,0,0,100,2
30,126.6874541,30~35,무안광주선,5.0,광주전남,35.0984857,함평,2022,1,0,46,1,1,100,2
15,127.3225054,15~20,호남선,4.0,광주전남,35.02851072,순천,2022,1,0,18,0,0,100,2
35,126.7343378,35~40,무안광주선,4.0,광주전남,35.11995266,함평,2022,0,0,50,0,0,100,2
10,126.4896234,10~15,무안광주선,4.0,광주전남,35.03032502,함평,2022,1,0,61,0,0,100,2
20,126.5877008,20~25,무안광주선,4.0,광주전남,35.06678093,함평,2022,1,0,18,0,0,100,2
40,126.4829252,40~45,서해안선,4.0,광주전남,35.15494396,함평,2022,1,0,25,0,0,110,2
60,127.4358331,60~65,광주대구선,3.0,광주전남,35.44407521,남원,2022,1,0,19,0,1,100,2
35,127.1897231,35~40,광주대구선,3.0,광주전남,35.36635794,남원,2022,1,0,39,0,1,100,2
90,127.6965106,90~95,광주대구선,3.0,광주전남,35.54331396,남원,2022,1,0,15,0,0,100,2
50,127.3358398,50~55,광주대구선,3.0,광주전남,35.4147937,남원,2022,1,1,48,0,0,100,2
50,127.1393044,50~55,호남선,3.0,광주전남,35.26162353,담양,2022,1,1,45,0,0,100,2
20,127.6690088,20~25,남해선,3.0,광주전남,34.97673035,순천,2022,1,0,12,0,0,100,2
20,127.2799286,20~25,호남선,3.0,광주전남,35.05398465,순천,2022,1,0,38,0,0,100,2
15,126.5399563,15~20,무안광주선,3.0,광주전남,35.04682455,함평,2022,1,0,47,0,0,100,2
30,126.4796394,30~35,서해안선,3.0,광주전남,35.06495443,함평,2022,0,0,37,0,0,110,2
200,128.5714513,200~205,중앙선,3.0,대구경북,36.60963803,영주,2022,1,0,12,0,0,100,2
240,128.4387041,240~245,중앙선,3.0,대구경북,36.90126846,영주,2022,1,0,15,14,0,100,2
85,127.2883162,85~90,당진대전선,7.0,대전충남,36.42787173,공주,2022,1,0,63,0,0,110,2
70,127.1654894,70~75,당진대전선,6.0,대전충남,36.49757054,공주,2022,1,0,17,1,0,110,2
80,127.2501974,80~85,당진대전선,5.0,대전충남,36.45888882,공주,2022,1,0,40,68,0,110,2
85,127.2883162,85~90,당진대전선,5.0,대전충남,36.42787173,공주,2022,1,0,63,0,0,110,2
30,126.825385,30~35,당진대전선,5.0,대전충남,36.64697591,공주,2022,1,0,10,0,0,110,2
290,127.428891,290~295,경부선,5.0,대전충남,36.50678565,대전,2022,1,0,39,19,0,100,4
280,126.8551808,280~285,서해안선,4.0,대전충남,36.95813112,당진,2022,1,1,76,17,0,110,3
275,127.4275565,275~280,경부선,4.0,대전충남,36.37954895,대전,2022,1,0,110,36,0,0,0
300,127.4231656,300~305,경부선,4.0,대전충남,36.59470447,대전,2022,1,0,35,2,0,110,2
50,127.0013392,50~55,서천공주선,4.0,대전충남,36.40765114,부여,2022,1,0,9,0,0,110,2
55,127.0306515,55~60,서천공주선,4.0,대전충남,36.44453615,부여,2022,1,0,21,0,0,110,2
5,127.3700006,5~10,대전남부순환선,4.0,대전충남,36.28565727,영동,2022,1,0,117,1,0,100,2
305,127.3836864,305~310,경부선,4.0,대전충남,36.62535986,천안,2022,1,1,53,2,1,100,3
330,127.217288,330~335,경부선,4.0,대전충남,36.7602895,천안,2022,0,0,31,1,0,80,2
80,127.2501974,80~85,당진대전선,3.0,대전충남,36.45888882,공주,2022,1,0,40,68,0,110,2
5,126.6534305,5~10,당진대전선,3.0,대전충남,36.81626191,당진,2022,1,0,41,0,0,110,2
270,126.7591522,270~275,서해안선,3.0,대전충남,36.91907304,당진,2022,0,0,25,0,0,110,3
235,126.5547572,235~240,서해안선,3.0,대전충남,36.688381,당진,2022,1,0,34,0,0,110,2
285,127.4183421,285~290,경부선,3.0,대전충남,36.4657563,대전,2022,1,0,31,1,0,100,2
270,127.4663024,270~275,경부선,3.0,대전충남,36.34962947,대전,2022,1,0,59,0,0,100,3
35,127.31392,35~40,호남지선,3.0,대전충남,36.29909996,대전,2022,1,0,114,16,0,100,2
40,127.3188678,40~45,호남지선,3.0,대전충남,36.34065836,대전,2022,1,1,253,4,0,100,2
35,127.31392,35~40,호남지선,3.0,대전충남,36.29909996,대전,2022,1,0,114,16,0,100,2
260,127.5564176,260~265,경부선,3.0,대전충남,36.31774985,영동,2022,1,0,70,0,0,100,3
220,127.931716,220~225,경부선,3.0,대전충남,36.21621999,영동,2022,1,1,10,0,0,135,3
0,127.3160565,0~5,대전남부순환선,3.0,대전충남,36.29407848,영동,2022,1,0,127,33,0,100,1
340,127.1681066,340~345,경부선,3.0,대전충남,36.8254311,천안,2022,1,1,129,3,1,100,5
345,127.1866601,345~350,경부선,3.0,대전충남,36.86733004,천안,2022,1,1,62,0,0,110,4
25,129.073631,25~30,경부선,3.0,부산경남,35.43939439,서울산,2022,1,0,18,0,0,100,3
60,128.0420868,60~65,남해선,3.0,부산경남,35.08554152,진주,2022,1,0,27,0,0,0,2
115,128.4996875,115~120,남해선,3.0,부산경남,35.28170874,창원,2022,1,0,8,0,0,100,2
335,127.3472041,335~340,중부선,4.0,수도권,37.31495742,경기광주,2022,1,0,55,1,0,110,2
350,127.2891253,350~355,중부선,4.0,수도권,37.43892698,경기광주,2022,1,0,33,0,0,110,2
115,126.9574134,115~120,수도권제1순환선,4.0,수도권,37.37918528,동서울,2022,1,0,562,749,1,0,4
95,126.7974413,95~100,수도권제1순환선,4.0,수도권,37.45570348,시흥,2022,1,0,104,18,0,40,1
330,127.3849201,330~335,중부선,3.0,수도권,37.28319262,경기광주,2022,1,0,29,2,0,110,2
405,127.1032033,405~410,경부선,3.0,수도권,37.38131932,수원,2022,1,0,150,58,1,110,4
105,126.8558042,105~110,수도권제1순환선,3.0,수도권,37.38097843,시흥,2022,1,0,137,53,0,0,4
100,126.828963,100~105,수도권제1순환선,3.0,수도권,37.41908589,시흥,2022,1,0,7,0,0,100,4
15,126.7966235,15~20,제2경인선,3.0,수도권,37.42861052,시흥,2022,0,0,91,22,0,100,3
10,127.1644793,10~15,호남지선,5.0,전북,36.15337118,논산,2022,0,0,29,7,0,100,2
30,127.2921401,30~35,호남지선,5.0,전북,36.2669873,논산,2022,1,0,48,0,0,100,2
15,127.2148303,15~20,호남지선,3.0,전북,36.1588182,논산,2022,1,0,55,0,1,100,2
30,127.2921401,30~35,호남지선,3.0,전북,36.2669873,논산,2022,1,0,48,0,0,100,2
165,127.6498785,165~170,중부선,3.0,전북,35.97307729,무주,2022,1,0,45,0,1,100,2
170,126.6208259,170~175,서해안선,3.0,전북,36.14784775,보령,2022,1,0,18,0,0,110,2
165,126.646671,165~170,서해안선,3.0,전북,36.10898749,보령,2022,1,0,22,0,0,110,2
80,126.6736746,80~85,서해안선,3.0,전북,35.46608388,부안,2022,1,0,24,2,0,110,2
75,126.6566442,75~80,서해안선,3.0,전북,35.42328638,부안,2022,0,0,6,0,0,110,2
160,127.023669,160~165,호남선,3.0,전북,35.79845501,전주,2022,1,1,72,4,0,100,2
115,127.1867518,115~120,순천완주선,3.0,전북,35.8616768,진안,2022,0,0,29,0,0,0,0
15,127.2197934,15~20,익산장수선,3.0,전북,35.86611375,진안,2022,1,0,7,0,0,100,2
250,127.4202485,250~255,중부선,9.0,충북,36.62226637,진천,2022,1,0,140,36,0,110,2
290,127.4714058,290~295,중부선,7.0,충북,36.9476101,진천,2022,0,1,63,0,0,60,2
275,127.4910263,275~280,중부선,6.0,충북,36.81738099,진천,2022,1,0,21,0,0,110,2
275,128.1698621,275~280,중앙선,5.0,충북,37.08378052,제천,2022,1,0,30,0,0,100,3
245,127.4275038,245~250,중부선,5.0,충북,36.57914957,진천,2022,1,0,35,2,1,100,5
260,127.4375391,260~265,중부선,5.0,충북,36.70880232,진천,2022,0,0,72,6,0,110,2
280,127.48117,280~285,중부선,5.0,충북,36.8593107,진천,2022,0,0,50,0,0,0,0
0,127.4306527,0~5,청주상주선,4.0,충북,36.56474484,보은,2022,1,0,77,2,0,50,2
110,127.9932382,110~115,평택제천선,4.0,충북,37.07592453,엄정,2022,1,0,16,0,0,100,2
295,128.0807089,295~300,중앙선,4.0,충북,37.23250754,제천,2022,1,0,79,1,0,100,2
295,128.0807089,295~300,중앙선,4.0,충북,37.23250754,제천,2022,1,0,79,1,0,100,2
265,128.258328,265~270,중앙선,4.0,충북,37.03734287,제천,2022,1,0,19,0,0,100,2
305,127.4625306,305~310,중부선,4.0,충북,37.07745194,진천,2022,1,0,35,0,0,0,0
270,127.5066813,270~275,중부선,4.0,충북,36.77827315,진천,2022,1,0,20,0,0,110,2
320,127.4422137,320~325,중부선,4.0,충북,37.20776468,진천,2022,0,1,43,0,0,110,2
295,127.474735,295~300,중부선,4.0,충북,36.99133404,진천,2022,0,0,35,0,0,110,2
250,127.4202485,250~255,중부선,4.0,충북,36.62226637,진천,2022,1,0,140,36,0,110,2
15,127.5774168,15~20,청주상주선,3.0,충북,36.5088942,보은,2022,1,0,8,0,0,110,2
40,127.288285,40~45,평택제천선,3.0,충북,36.97198525,엄정,2022,1,1,18,0,0,100,2
55,127.4426183,55~60,평택제천선,3.0,충북,36.9473256,엄정,2022,1,1,63,0,0,100,2
65,127.5506555,65~70,평택제천선,3.0,충북,36.95473654,엄정,2022,0,0,51,1,1,100,2
50,127.3946104,50~55,평택제천선,3.0,충북,36.96917182,엄정,2022,1,0,8,0,0,100,2
55,127.4426183,55~60,평택제천선,3.0,충북,36.9473256,엄정,2022,1,1,63,0,0,100,2
280,128.1495986,280~285,중앙선,3.0,충북,37.12122313,제천,2022,1,0,10,0,0,100,2
250,128.3338959,250~255,중앙선,3.0,충북,36.9277543,제천,2022,1,0,20,0,0,100,2
315,127.4400352,315~320,중부선,3.0,충북,37.16308804,진천,2022,1,0,21,1,0,110,2
320,127.4422137,320~325,중부선,3.0,충북,37.20776468,진천,2022,0,1,43,0,0,110,2
255,127.4240858,255~260,중부선,3.0,충북,36.666547,진천,2022,0,1,51,0,0,110,2
265,127.4691292,265~270,중부선,3.0,충북,36.74561896,진천,2022,0,1,87,0,0,110,2
270,127.5066813,270~275,중부선,3.0,충북,36.77827315,진천,2022,1,0,20,0,0,110,2
310,126.8719943,310~315,서해안선,3.0,서울경기,37.21747062,화성,2023,1,0,26,0,0,110,3
310,126.8719943,310~315,서해안선,3.0,서울경기,37.21747062,화성,2023,1,0,26,0,0,110,3
100,126.828963,100~105,수도권제1순환선,4.0,서울경기,37.41908589,시흥,2023,1,0,7,0,0,100,4
325,127.4213702,325~330,중부선,6.0,서울경기,37.24895724,경기광주,2023,1,0,33,7,0,110,4
325,127.4213702,325~330,중부선,3.0,서울경기,37.24895724,경기광주,2023,1,0,33,7,0,110,4
345,127.3107927,345~350,중부선,3.0,서울경기,37.39776704,경기광주,2023,1,0,28,0,0,110,2
320,127.4422137,320~325,중부선,3.0,서울경기,37.20776468,경기광주,2023,0,1,43,0,0,110,2
15,129.0907032,15~20,동해선,3.0,강원,37.48629241,강릉,2023,1,0,32,0,0,100,2
25,129.095934,25~30,동해선,3.0,강원,37.57440212,강릉,2023,1,0,26,0,0,60,2
90,127.6082536,90~95,영동선,3.0,강원,37.2367515,원주,2023,1,0,34,33,0,100,2
120,127.8714305,120~125,영동선,3.0,강원,37.3461271,원주,2023,1,0,12,0,0,100,2
125,127.9176649,125~130,영동선,3.0,강원,37.36874775,원주,2023,1,0,52,3,1,100,2
155,128.155756,155~160,영동선,4.0,강원,37.47547139,원주,2023,1,0,14,1,0,100,2
315,127.4400352,315~320,중부선,9.0,강원,37.16308804,홍천,2023,1,0,21,1,0,110,2
325,127.4213702,325~330,중부선,5.0,강원,37.24895724,홍천,2023,1,0,33,7,0,110,4
360,127.2272491,360~365,중부선,4.0,강원,37.50779374,홍천,2023,1,0,53,1,0,110,4
370,127.1953621,370~375,중부선,3.0,강원,37.53205567,홍천,2023,1,0,179,73,1,60,4
380,127.1953621,380~385,중부선,4.0,강원,37.53205567,홍천,2023,1,0,179,73,1,60,4
180,128.1116517,180~185,중부내륙선,4.0,충북,36.69384504,상주,2023,1,0,14,0,0,110,2
245,127.4275038,245~250,중부선,3.0,충북,36.57914957,진천,2023,1,0,35,2,1,100,5
250,127.4202485,250~255,중부선,4.0,충북,36.62226637,진천,2023,1,0,140,36,0,110,2
255,127.4240858,255~260,중부선,3.0,충북,36.666547,진천,2023,0,1,51,0,0,110,2
255,127.4240858,255~260,중부선,3.0,충북,36.666547,진천,2023,0,1,51,0,0,110,2
260,127.4375391,260~265,중부선,4.0,충북,36.70880232,진천,2023,0,0,72,6,0,110,2
265,127.4691292,265~270,중부선,6.0,충북,36.74561896,진천,2023,0,1,87,0,0,110,2
265,127.4691292,265~270,중부선,3.0,충북,36.74561896,진천,2023,0,1,87,0,0,110,2
275,127.4910263,275~280,중부선,5.0,충북,36.81738099,진천,2023,1,0,21,0,0,110,2
295,127.474735,295~300,중부선,3.0,충북,36.99133404,진천,2023,0,0,35,0,0,110,2
295,127.474735,295~300,중부선,4.0,충북,36.99133404,진천,2023,0,0,35,0,0,110,2
305,127.4625306,305~310,중부선,3.0,충북,37.07745194,진천,2023,1,0,35,0,0,0,0
305,127.4625306,305~310,중부선,4.0,충북,37.07745194,진천,2023,1,0,35,0,0,0,0
265,127.4691292,265~270,중앙선,3.0,충북,36.74561896,제천,2023,0,1,87,0,0,110,2
270,127.5066813,270~275,중앙선,3.0,충북,36.77827315,제천,2023,1,0,20,0,0,110,2
295,127.474735,295~300,중부선,3.0,충북,36.99133404,제천,2023,0,0,35,0,0,110,2
305,127.4625306,305~310,중부선,3.0,충북,37.07745194,제천,2023,1,0,35,0,0,0,0
310,127.4448232,310~315,중앙선,4.0,충북,37.1185146,제천,2023,1,0,10,0,0,0,0
5,126.6534305,5~10,청주영덕선,3.0,충북,36.81626191,보은,2023,1,0,41,0,0,110,2
40,126.9009977,40~45,청주영덕선,4.0,충북,36.59005302,보은,2023,1,0,37,0,0,110,2
70,127.1654894,70~75,청주영덕선,3.0,충북,36.49757054,보은,2023,1,0,17,1,0,110,2
55,127.4426183,55~60,평택제천선,4.0,충북,36.9473256,엄정,2023,1,1,63,0,0,100,2
295,127.4318744,295~300,경부선,3.0,대전충남,36.55093021,대전,2023,1,0,38,8,0,100,4
310,127.3727573,310~315,경부선,4.0,대전충남,36.66848896,천안,2023,1,0,86,27,0,100,3
325,127.2563955,325~330,경부선,3.0,대전충남,36.7345899,천안,2023,1,0,19,10,0,80,3
0,126.6184162,0~5,당진대전선,3.0,대전충남,36.85091497,당진,2023,1,0,45,0,0,110,3
5,126.6534305,5~10,당진대전선,6.0,대전충남,36.81626191,당진,2023,1,0,41,0,0,110,2
10,126.6897475,10~15,당진대전선,4.0,대전충남,36.78257842,당진,2023,1,0,16,0,0,110,2
15,126.7199593,15~20,당진대전선,3.0,대전충남,36.74494991,공주,2023,0,1,38,0,0,110,2
55,127.0121259,55~60,당진대전선,3.0,대전충남,36.50495049,공주,2023,1,0,26,0,0,110,2
70,127.1654894,70~75,당진대전선,3.0,대전충남,36.49757054,공주,2023,1,0,17,1,0,110,2
75,127.2162697,75~80,당진대전선,4.0,대전충남,36.48780464,공주,2023,1,0,48,1,0,110,2
15,126.7750172,15~20,서천공주선,3.0,대전충남,36.17181279,부여,2023,1,0,17,0,0,110,2
20,126.7772633,20~25,서천공주선,3.0,대전충남,36.21674456,부여,2023,0,1,63,0,0,110,2
25,126.7980863,25~30,서천공주선,5.0,대전충남,36.2578517,부여,2023,0,0,37,0,0,110,2
30,126.8384186,30~35,서천공주선,3.0,대전충남,36.28728694,부여,2023,1,0,35,0,0,110,2
55,127.0306515,55~60,서천공주선,3.0,대전충남,36.44453615,부여,2023,1,0,21,0,0,110,2
55,127.0306515,55~60,서천공주선,4.0,대전충남,36.44453615,부여,2023,1,0,21,0,0,110,2
40,127.3188678,40~45,호남지선,3.0,대전충남,36.34065836,대전,2023,1,1,253,4,0,100,2
45,127.3364895,45~50,호남지선,3.0,대전충남,36.38288104,대전,2023,1,0,52,33,0,100,2
45,127.3364895,45~50,호남지선,3.0,대전충남,36.38288104,대전,2023,1,0,52,33,0,100,2
5,128.6978116,5~10,새만금포항선,3.0,전북,35.94308961,논산,2023,1,0,16,0,0,100,2
15,128.8037879,15~20,새만금포항선,3.0,전북,35.95428288,진안,2023,1,0,13,0,0,100,2
15,128.8037879,15~20,새만금포항선,3.0,전북,35.95428288,진안,2023,1,0,13,0,0,100,2
60,126.5660341,60~65,서해안선,3.0,전북,35.31438261,부안,2023,1,1,42,0,0,110,2
60,126.5660341,60~65,서해안선,3.0,전북,35.31438261,부안,2023,1,1,42,0,0,110,2
65,126.5834406,65~70,서해안선,3.0,전북,35.35714229,부안,2023,0,0,25,0,0,110,2
70,126.620382,70~75,서해안선,5.0,전북,35.38985361,부안,2023,1,0,7,0,0,110,2
75,126.6566442,75~80,서해안선,4.0,전북,35.42328638,부안,2023,0,0,6,0,0,110,2
90,126.6921333,90~95,서해안선,4.0,전북,35.55462877,부안,2023,0,0,21,0,0,110,2
95,126.6963034,95~100,서해안선,4.0,전북,35.59921788,부안,2023,1,0,27,0,1,110,2
100,126.7108434,100~105,서해안선,4.0,전북,35.6408447,부안,2023,1,0,29,0,0,110,2
140,126.8361901,140~145,서해안선,4.0,전북,35.96858774,부안,2023,1,1,75,84,0,110,2
160,127.023669,160~165,호남선,3.0,전북,35.79845501,전주,2023,1,1,72,4,0,100,2
5,127.129541,5~10,호남지선,3.0,전북,36.11999833,논산,2023,1,0,59,0,1,100,2
50,127.3358398,50~55,광주대구선,6.0,광주전남,35.4147937,남원,2023,1,1,48,0,0,100,2
10,127.5821045,10~15,남해선,3.0,광주전남,34.98692979,순천,2023,1,0,110,13,0,100,2
20,127.6690088,20~25,남해선,4.0,광주전남,34.97673035,순천,2023,1,0,12,0,0,100,2
0,126.3937385,0~5,무안광주선,3.0,광주전남,35.00325992,함평,2023,1,1,61,11,0,80,2
15,126.5399563,15~20,무안광주선,4.0,광주전남,35.04682455,함평,2023,1,0,47,0,0,100,2
10,126.4977922,10~15,서해안선,3.0,광주전남,34.88803795,함평,2023,1,0,20,0,1,110,2
15,126.4998621,15~20,서해안선,3.0,광주전남,34.93274329,함평,2023,1,1,59,1,0,110,2
30,126.4796394,30~35,서해안선,3.0,광주전남,35.06495443,함평,2023,0,0,37,0,0,110,2
30,126.4796394,30~35,서해안선,3.0,광주전남,35.06495443,함평,2023,0,0,37,0,0,110,2
35,126.481287,35~40,서해안선,3.0,광주전남,35.1099659,함평,2023,0,0,43,0,0,110,2
55,126.5436837,55~60,서해안선,3.0,광주전남,35.27329611,함평,2023,1,1,34,0,0,110,2
165,128.3595821,165~170,광주대구선,5.0,대구경북,35.75369753,고령,2023,1,1,51,0,0,100,2
0,128.4744032,0~5,남해1지선,3.0,부산경남,35.27140039,창원,2023,1,0,30,0,1,100,2
130,128.6581966,130~135,남해선,4.0,부산경남,35.27176564,창원,2023,1,0,50,0,0,100,4
