5km,경도,구간,노선명,반기,발생건수,방 향,본부명,사고율,위도,지사명,년도,노선코드,방향
305,127.4625306,305~310,중부선,,3,,충북,,37.07745194,제천,2023,,춘천
310,127.4448232,310~315,중앙선,,4,,충북,,37.11851460,제천,2023,,춘천
5,126.6534305,5~10,청주영덕선,,3,,충북,,36.81626191,보은,2023,,영덕
40,126.9009977,40~45,청주영덕선,,4,,충북,,36.59005302,보은,2023,,청주
70,127.1654894,70~75,청주영덕선,,3,,충북,,36.49757054,보은,2023,,영덕
55,127.4426183,55~60,평택제천선,,4,,충북,,36.94732560,엄정,2023,,제천
295,127.4318744,295~300,경부선,,3,,대전충남,,36.55093021,대전,2023,,서울
310,127.3727573,310~315,경부선,,4,,대전충남,,36.66848896,천안,2023,,서울
325,127.2563955,325~330,경부선,,3,,대전충남,,36.73458990,천안,2023,,서울
0,126.6184162,0~5,당진대전선,,3,,대전충남,,36.85091497,당진,2023,,당진
5,126.6534305,5~10,당진대전선,,6,,대전충남,,36.81626191,당진,2023,,대전
10,126.6897475,10~15,당진대전선,,4,,대전충남,,36.78257842,당진,2023,,대전
15,126.7199593,15~20,당진대전선,,3,,대전충남,,36.74494991,공주,2023,,대전
55,127.0121259,55~60,당진대전선,,3,,대전충남,,36.50495049,공주,2023,,당진
70,127.1654894,70~75,당진대전선,,3,,대전충남,,36.49757054,공주,2023,,대전
75,127.2162697,75~80,당진대전선,,4,,대전충남,,36.48780464,공주,2023,,대전
15,126.7750172,15~20,서천공주선,,3,,대전충남,,36.17181279,부여,2023,,공주
20,126.7772633,20~25,서천공주선,,3,,대전충남,,36.21674456,부여,2023,,공주
25,126.7980863,25~30,서천공주선,,5,,대전충남,,36.25785170,부여,2023,,서천
30,126.8384186,30~35,서천공주선,,3,,대전충남,,36.28728694,부여,2023,,서천
55,127.0306515,55~60,서천공주선,,3,,대전충남,,36.44453615,부여,2023,,공주
55,127.0306515,55~60,서천공주선,,4,,대전충남,,36.44453615,부여,2023,,서천
40,127.3188678,40~45,호남지선,,3,,대전충남,,36.34065836,대전,2023,,회덕
45,127.3364895,45~50,호남지선,,3,,대전충남,,36.38288104,대전,2023,,회덕
45,127.3364895,45~50,호남지선,,3,,대전충남,,36.38288104,대전,2023,,논산
5,128.6978116,5~10,새만금포항선,,3,,전북,,35.94308961,논산,2023,,익산
15,128.8037879,15~20,새만금포항선,,3,,전북,,35.95428288,진안,2023,,장수
15,128.8037879,15~20,새만금포항선,,3,,전북,,35.95428288,진안,2023,,익산
60,126.5660341,60~65,서해안선,,3,,전북,,35.31438261,부안,2023,,서울
60,126.5660341,60~65,서해안선,,3,,전북,,35.31438261,부안,2023,,목포
65,126.5834406,65~70,서해안선,,3,,전북,,35.35714229,부안,2023,,목포
70,126.6203820,70~75,서해안선,,5,,전북,,35.38985361,부안,2023,,서울
75,126.6566442,75~80,서해안선,,4,,전북,,35.42328638,부안,2023,,서울
90,126.6921333,90~95,서해안선,,4,,전북,,35.55462877,부안,2023,,목포
95,126.6963034,95~100,서해안선,,4,,전북,,35.59921788,부안,2023,,서울
100,126.7108434,100~105,서해안선,,4,,전북,,35.64084470,부안,2023,,서울
140,126.8361901,140~145,서해안선,,4,,전북,,35.96858774,부안,2023,,목포
160,127.0236690,160~165,호남선,,3,,전북,,35.79845501,전주,2023,,순천
5,127.1295410,5~10,호남지선,,3,,전북,,36.11999833,논산,2023,,회덕
50,127.3358398,50~55,광주대구선,,6,,광주전남,,35.41479370,남원,2023,,광주
10,127.5821045,10~15,남해선,,3,,광주전남,,34.98692979,순천,2023,,부산
20,127.6690088,20~25,남해선,,4,,광주전남,,34.97673035,순천,2023,,순천
0,126.3937385,0~5,무안광주선,,3,,광주전남,,35.00325992,함평,2023,,광주
15,126.5399563,15~20,무안광주선,,4,,광주전남,,35.04682455,함평,2023,,무안
10,126.4977922,10~15,서해안선,,3,,광주전남,,34.88803795,함평,2023,,서울
15,126.4998621,15~20,서해안선,,3,,광주전남,,34.93274329,함평,2023,,서울
30,126.4796394,30~35,서해안선,,3,,광주전남,,35.06495443,함평,2023,,서울
30,126.4796394,30~35,서해안선,,3,,광주전남,,35.06495443,함평,2023,,목포
35,126.4812870,35~40,서해안선,,3,,광주전남,,35.10996590,함평,2023,,서울
55,126.5436837,55~60,서해안선,,3,,광주전남,,35.27329611,함평,2023,,서울
165,128.3595821,165~170,광주대구선,,5,,대구경북,,35.75369753,고령,2023,,광주
0,128.4744032,0~5,남해1지선,,3,,부산경남,,35.27140039,창원,2023,,함안
130,128.6581966,130~135,남해선,,4,,부산경남,,35.27176564,창원,2023,,부산
